,Carpet_record,Clay_record,GS_record,Grass_record,Hard_record,Player_name,fifth_set_recrod,record,the_final_record,Total_Games,Total_GS_Games,Total_Clay_Games,Total_Carpet_Games,Total_Grass_Games,Total_Hard_Games,Total_fifth_set_recrod_Games,Total_final_Games,the_final_recrod,GS_Factor,Final_Factor
28,0.0,0.4375,0.0,0.0,0.0,Alund M.,0.0,0.411764705882,0.0,17.0,2.0,16.0,0.0,1.0,0.0,0.0,0.0,,-1.0,0.0
29,0.0,0.4375,0.0,0.0,0.0,Alvarez E.,0.0,0.35,0.0,20.0,0.0,16.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,-1.0
30,0.0,0.1,0.333333333333,0.4,0.266666666667,Alves T.,1.0,0.233333333333,0.0,30.0,9.0,10.0,0.0,5.0,15.0,2.0,0.0,,0.176470588235,0.0
31,0.0,0.0,0.0,0.615384615385,0.227272727273,Amritraj P.,0.0,0.371428571429,0.0,35.0,1.0,0.0,0.0,13.0,22.0,0.0,1.0,0.0,-1.0,-1.0
32,0.0,0.0,0.0,0.666666666667,0.0,Ancic I.,0.0,0.666666666667,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0
33,0.625,0.581818181818,0.671875,0.74,0.579881656805,Ancic M.,0.75,0.611464968153,0.0,314.0,64.0,55.0,40.0,50.0,169.0,12.0,11.0,0.272727272727,0.0470725087243,-0.383104125737
34,0.0,0.0,0.0,0.0,0.0,Andersen J.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
35,0.0,0.285714285714,0.5,0.0,0.0,Andersen J.F.,1.0,0.25,0.0,8.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,,0.333333333333,0.0
36,0.0,0.0,0.0,0.0,0.0,Anderson A.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
37,0.0,0.512820512821,0.586666666667,0.553191489362,0.585454545455,Anderson K.,0.533333333333,0.5675,0.0,400.0,75.0,78.0,0.0,47.0,275.0,15.0,11.0,0.272727272727,0.0166064981949,-0.350824993238
38,0.0,0.0,0.0,0.0,0.0,Anderson O.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,Andersson H.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
40,0.535714285714,0.537688442211,0.529411764706,0.484848484848,0.46783625731,Andreev I.,0.4,0.505800464037,0.0,431.0,68.0,199.0,28.0,33.0,171.0,15.0,9.0,0.333333333333,0.0228081740277,-0.205529953917
41,0.0,0.0,0.0,0.0,0.0,Andreev I. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
42,0.0,0.5,0.0,0.0,0.0,Andreozzi G.,0.0,0.25,0.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,,-1.0,0.0
43,0.0,0.0,0.0,0.0,0.0,Androic T.,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
44,0.0,0.511904761905,0.341463414634,0.125,0.287128712871,Andujar P.,0.444444444444,0.410526315789,0.0,285.0,41.0,168.0,0.0,16.0,101.0,9.0,7.0,0.428571428571,-0.0918402185046,0.0215053763441
45,0.0,0.0,0.0,0.0,0.0,Aranguren J.M.,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
46,0.615384615385,0.409090909091,0.583333333333,0.565217391304,0.52380952381,Arazi H.,0.714285714286,0.504545454545,0.0,220.0,48.0,66.0,26.0,23.0,105.0,7.0,1.0,0.0,0.0724233983287,-1.0
47,0.0,0.0666666666667,0.0,0.0,0.0,Arguello F.,0.0,0.0625,0.0,16.0,2.0,15.0,0.0,1.0,0.0,1.0,0.0,,-1.0,0.0
48,0.0,0.289473684211,0.0,0.0,0.4,Armando H.,0.0,0.302325581395,0.0,43.0,2.0,38.0,0.0,0.0,5.0,1.0,0.0,,-1.0,0.0
49,0.0,0.3,0.333333333333,0.0,0.0,Arnaboldi A.,1.0,0.3,0.0,10.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,,0.0526315789474,0.0
50,0.0,0.0,0.0,0.0,0.0,Arnold L.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,Arquez P.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
52,0.4,0.340909090909,0.408163265306,0.530612244898,0.433566433566,Arthurs W.,0.8,0.435684647303,0.0,241.0,49.0,44.0,5.0,49.0,143.0,10.0,2.0,0.5,-0.0326141495233,0.0687361419069
53,0.0,0.0,0.0,0.0,0.0,Artunedo Martinavarro A.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,Arvidsson I.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
55,0.0,0.0,0.0,0.0,0.5,Ascione A.,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0
56,0.25,0.310344827586,0.133333333333,0.0,0.3125,Ascione T.,0.0,0.287671232877,0.0,73.0,15.0,29.0,8.0,4.0,32.0,2.0,0.0,,-0.366594360087,0.0
57,0.0,0.0,0.0,0.0,0.666666666667,Auckland J.,0.0,0.666666666667,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,Authom M.,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,Awadhy O.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,Ayala D.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,Azzaro L.,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
62,0.0,0.0,0.333333333333,0.5,0.142857142857,Baccanello P.,0.0,0.222222222222,0.0,9.0,3.0,0.0,0.0,2.0,7.0,0.0,0.0,,0.2,0.0
63,0.5,0.5,0.333333333333,0.0,0.5,Bachelot J.F,0.0,0.375,0.0,8.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,,-0.0588235294118,0.0
64,0.0,0.36,0.2,0.25,0.333333333333,Bachinger M.,0.0,0.333333333333,0.0,69.0,10.0,25.0,0.0,8.0,36.0,2.0,0.0,,-0.25,0.0
65,0.727272727273,0.4,0.575471698113,0.594936708861,0.567251461988,Baghdatis M.,0.619047619048,0.554054054054,0.0,518.0,106.0,75.0,22.0,79.0,342.0,21.0,13.0,0.307692307692,0.0189616252822,-0.285886610374
66,0.0,0.379310344828,0.25,0.0,0.0,Bagnis F.,1.0,0.333333333333,0.0,33.0,8.0,29.0,0.0,2.0,2.0,1.0,0.0,,-0.142857142857,0.0
67,0.0,0.0,0.0,0.0,0.0,Bahrouzyan O.,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,0.0
68,0.0,0.0,0.0,0.0,0.285714285714,Bai Y.,0.0,0.285714285714,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,0.0
69,0.0,0.5,0.368421052632,0.5,0.25641025641,Baker B.,0.333333333333,0.338983050847,0.0,59.0,19.0,10.0,0.0,10.0,39.0,3.0,1.0,0.0,0.0416141235813,-1.0
70,0.0,0.0,0.0,0.176470588235,0.0,Baker J.,0.0,0.157894736842,0.0,19.0,7.0,0.0,0.0,17.0,2.0,0.0,0.0,,-1.0,0.0
71,0.0,0.571428571429,0.0,0.0,0.0,Balazs A.,0.0,0.571428571429,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
72,0.0,0.512820512821,0.181818181818,0.0,0.428571428571,Balcells J.,0.5,0.448717948718,0.0,78.0,11.0,39.0,1.0,3.0,35.0,4.0,2.0,0.5,-0.423290203327,0.0540540540541
73,0.0,0.0,0.181818181818,0.0,0.4375,Ball C.,0.0,0.35,0.0,20.0,11.0,2.0,0.0,2.0,16.0,2.0,1.0,0.0,-0.316239316239,-1.0
74,0.0,0.25,0.0,0.0,0.333333333333,Balleret B.,0.0,0.272727272727,0.0,11.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,Baluda V.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,Barrere G.,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,Barrientos N.,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
78,0.0,0.5,0.5,0.5,0.5,Barton M.,1.0,0.5,0.0,6.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,,0.0,0.0
79,0.0,0.333333333333,0.5,0.5,0.5,Basic M.,0.0,0.454545454545,0.0,11.0,2.0,3.0,0.0,2.0,6.0,0.0,0.0,,0.047619047619,0.0
80,0.0,0.444444444444,0.285714285714,0.666666666667,0.25,Basilashvili N.,1.0,0.375,0.0,24.0,7.0,9.0,0.0,3.0,12.0,1.0,1.0,0.0,-0.135135135135,-1.0
81,0.384615384615,0.166666666667,0.230769230769,0.2,0.405405405405,Bastl G.,0.333333333333,0.350877192982,0.0,114.0,13.0,12.0,13.0,15.0,74.0,3.0,0.0,,-0.206496519722,0.0
82,0.0,0.615384615385,0.7,0.666666666667,0.666666666667,Bautista Agut R.,0.0,0.645161290323,0.0,31.0,10.0,13.0,0.0,6.0,12.0,1.0,1.0,0.0,0.0407673860911,-1.0
83,0.0,0.589285714286,0.641025641026,0.684210526316,0.594594594595,Bautista R.,0.777777777778,0.600896860987,0.0,223.0,39.0,56.0,0.0,19.0,148.0,9.0,8.0,0.5,0.0323118229794,-0.091649694501
84,0.0,0.0,0.0,0.0,0.0,Bautista R. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
85,0.5,0.354166666667,0.347826086957,0.5,0.371428571429,Beck A.,0.5,0.383838383838,0.0,99.0,23.0,48.0,2.0,14.0,35.0,2.0,1.0,0.0,-0.0492196878752,-1.0
86,0.0,0.0,0.0,0.0,0.0,Beck A. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
87,0.6,0.0909090909091,0.351351351351,0.41935483871,0.352941176471,Beck K.,0.6,0.352941176471,0.0,170.0,37.0,22.0,15.0,31.0,102.0,10.0,1.0,0.0,-0.00225733634312,-1.0
88,0.5,0.25,0.345454545455,0.545454545455,0.411290322581,Becker B.,0.333333333333,0.417582417582,0.0,364.0,55.0,44.0,6.0,66.0,248.0,9.0,3.0,0.333333333333,-0.0945273631841,-0.112195121951
89,0.0,0.0,0.0,0.0,0.0,Becker B. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
90,0.0,0.369565217391,0.222222222222,0.357142857143,0.473684210526,Bedene A.,1.0,0.418803418803,0.0,117.0,18.0,46.0,0.0,14.0,57.0,2.0,1.0,0.0,-0.306666666667,-1.0
91,0.0,0.0,0.0,0.0,0.444444444444,Behr N.,0.0,0.444444444444,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.0
92,0.6,0.384615384615,0.125,0.0,0.314285714286,Behrend T.,0.5,0.357798165138,0.0,109.0,16.0,65.0,5.0,4.0,35.0,2.0,0.0,,-0.482185273159,0.0
93,0.0,0.0,0.0,0.0,0.0,Behrmann M.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,Belal C.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,Belic L.,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,Bellier A.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
97,0.0,0.555555555556,0.415094339623,0.4,0.395683453237,Bellucci T.,0.444444444444,0.482035928144,0.0,334.0,53.0,180.0,0.0,15.0,139.0,9.0,8.0,0.5,-0.0746174674139,0.0182926829268
98,0.0,0.0,0.0,0.0,0.0,Belyaev I.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
99,0.0,0.25,0.272727272727,0.230769230769,0.375,Bemelmans R.,0.0,0.317073170732,0.0,41.0,11.0,4.0,0.0,13.0,24.0,4.0,0.0,,-0.0751879699248,0.0
100,0.0,0.0,0.0,0.0,0.0,Benneteau A.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
101,0.535714285714,0.432692307692,0.461538461538,0.46875,0.498422712934,Benneteau J.,0.5,0.48343079922,0.0,513.0,91.0,104.0,28.0,64.0,317.0,18.0,10.0,0.0,-0.0231672484925,-1.0
102,0.0,0.0,0.0,0.0,0.0,Benneteau J. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
103,0.0,0.25,0.384615384615,0.153846153846,0.510416666667,Berankis R.,0.4,0.434108527132,0.0,129.0,26.0,20.0,0.0,13.0,96.0,5.0,1.0,0.0,-0.0604515659141,-1.0
104,0.0,0.25,0.0,0.0,0.166666666667,Berasategui A.,0.0,0.210526315789,0.0,19.0,3.0,12.0,0.0,1.0,6.0,1.0,0.0,,-1.0,0.0
105,0.666666666667,0.633507853403,0.714285714286,0.710843373494,0.654901960784,Berdych T.,0.666666666667,0.655900621118,0.0,805.0,182.0,191.0,21.0,83.0,510.0,18.0,29.0,0.413793103448,0.0426110607434,-0.226333493513
106,0.0,0.0,0.0,0.0,0.5,Berdych T. ,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0
107,0.0,0.482954545455,0.230769230769,0.263157894737,0.315789473684,Berlocq C.,0.5,0.419117647059,0.0,272.0,39.0,176.0,1.0,19.0,76.0,4.0,3.0,0.666666666667,-0.289817232376,0.227990970655
108,0.5,0.32,0.272727272727,0.291666666667,0.408163265306,Berrer M.,0.25,0.379912663755,0.0,229.0,33.0,50.0,8.0,24.0,147.0,4.0,2.0,0.0,-0.164233576642,-1.0
109,0.0,0.0,0.0,0.0,0.0,Berta D.,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,Bester P.,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,Betov S.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
112,0.0,0.0,0.0,0.0,0.285714285714,Bhambri Y.,0.0,0.285714285714,0.0,14.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,,-1.0,0.0
113,0.0,0.0,0.0,0.0,0.0,Bhupathi M.,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,Biryukov M.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0
115,0.51724137931,0.279069767442,0.554054054054,0.662337662338,0.47641509434,Bjorkman J.,0.785714285714,0.495844875346,0.0,361.0,74.0,43.0,29.0,77.0,212.0,14.0,4.0,0.5,0.0554426498378,0.00417246175243
116,0.0,0.166666666667,0.466666666667,0.684210526316,0.44,Black B.,0.5,0.473684210526,0.0,76.0,15.0,6.0,1.0,19.0,50.0,2.0,2.0,0.0,-0.00746268656716,-1.0
117,0.5,0.0,0.444444444444,0.333333333333,0.387096774194,Black W.,0.0,0.384615384615,0.0,39.0,9.0,0.0,2.0,6.0,31.0,1.0,0.0,,0.0721649484536,0.0
118,0.521739130435,0.493670886076,0.594059405941,0.553571428571,0.63196125908,Blake J.,0.1875,0.600700525394,0.0,571.0,101.0,79.0,23.0,56.0,413.0,16.0,24.0,0.416666666667,-0.00555853881544,-0.180892267967
119,0.0,0.0,0.0,0.0,0.0,Blake J. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
120,0.0,0.0,0.0,0.5,0.4,Blake T.,0.0,0.375,0.0,8.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,,0.0,0.0
121,0.0,0.456896551724,0.375,0.0,0.2,Blanco G.,1.0,0.391891891892,0.0,148.0,24.0,116.0,3.0,4.0,25.0,2.0,1.0,0.0,-0.0220264317181,-1.0
122,0.0,0.0,0.2,0.285714285714,0.0,Bloomfield R.,0.0,0.25,0.0,16.0,5.0,0.0,0.0,14.0,2.0,0.0,0.0,,-0.111111111111,0.0
123,0.0,0.0,0.0,0.0,0.25,Boeker M.,0.0,0.2,0.0,5.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,,-1.0,0.0
124,0.0,0.0,0.0,0.0,0.0,Bogaerts R.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
125,0.0,0.0,0.0,0.28125,0.2,Bogdanovic A.,0.0,0.27027027027,0.0,37.0,9.0,0.0,0.0,32.0,5.0,1.0,0.0,,-1.0,0.0
126,0.0,0.1,0.304347826087,0.434782608696,0.422764227642,Bogomolov A.,0.428571428571,0.403846153846,0.0,156.0,23.0,10.0,0.0,23.0,123.0,7.0,0.0,,-0.140495867769,0.0
127,0.0,0.0,0.0,0.0,0.333333333333,Bogomolov Jr. A.,0.0,0.333333333333,0.0,9.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,,-1.0,0.0
128,0.0,0.0,0.0,0.0,0.25,Bogomolov Jr.A.,0.0,0.25,0.0,4.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,,-1.0,0.0
129,0.0,0.0,0.0,0.0,0.0,Bohaboy D.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,Bohane A.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
131,0.25,0.166666666667,0.0,0.0,0.0,Bohli S.,0.0,0.1,0.0,20.0,1.0,6.0,4.0,1.0,9.0,0.0,0.0,,-1.0,0.0
132,0.0,0.0,0.0,0.0,0.0,Bohli S. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
133,0.5,0.434343434343,0.43137254902,0.5,0.361111111111,Bolelli S.,0.5,0.413654618474,0.0,249.0,51.0,99.0,14.0,28.0,108.0,10.0,1.0,0.0,0.020967291026,-1.0
134,0.0,0.0,0.0,0.0,0.0,Bolelli S. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,Bolt A.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
136,0.0,0.0,0.0,0.375,0.153846153846,Bopanna R.,0.0,0.238095238095,0.0,21.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,Boruszewski J.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,Borvanov R.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,Bossel A.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,Bourgeois L.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0
141,0.0,0.5,0.5,0.0,0.0,Bourgue M.,0.0,0.5,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0
142,0.5,0.527272727273,0.190476190476,0.111111111111,0.37037037037,Boutter J.,0.4,0.434782608696,0.0,138.0,21.0,55.0,20.0,9.0,54.0,5.0,2.0,0.5,-0.390728476821,0.0697674418605
143,0.0,0.0,0.333333333333,0.333333333333,0.0,Bower J.,0.0,0.333333333333,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,Bowles C.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,Bozic I.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
146,0.666666666667,0.4,0.444444444444,0.333333333333,0.125,Bozoljac I.,0.0,0.32,0.0,25.0,9.0,5.0,3.0,9.0,8.0,1.0,0.0,,0.162790697674,0.0
147,0.0,0.0,0.0,0.666666666667,0.0,Braasch K.,0.0,0.666666666667,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0
148,0.384615384615,0.434782608696,0.3125,0.5,0.3,Bracciali D.,0.666666666667,0.3875,0.0,80.0,16.0,23.0,13.0,14.0,30.0,3.0,1.0,1.0,-0.107142857143,0.441441441441
149,0.0,0.0,0.0,0.0,0.0,Braga P.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
